target	seqlen	depth	len_cov	prop_cov	fold_cov
1__dfrA32__NG_047729.1__1	674	0.0	0.0	0.0	0.0
2__aac6__NG_052380.1__1	752	0.0	0.0	0.0	0.0
2__aac6__NG_052221.1__2	755	1262.0	157.0	0.20794701986754968	1.671523178807947
2__aac6__NG_052259.1__3	755	4398.0	435.0	0.5761589403973509	5.825165562913908
2__aac6__NG_052163.1__4	764	0.0	0.0	0.0	0.0
2__aac6__NG_052169.1__5	758	0.0	0.0	0.0	0.0
2__aac6__NG_052168.1__6	752	0.0	0.0	0.0	0.0
2__aac6__NG_052291.1__7	749	0.0	0.0	0.0	0.0
2__aac6__NG_052285.1__8	727	0.0	0.0	0.0	0.0
2__aac6__NG_052371.1__9	749	44.0	22.0	0.029372496662216287	0.05874499332443257
2__aac6__NG_052275.1__10	749	0.0	0.0	0.0	0.0
2__aac6__NG_052260.1__11	749	0.0	0.0	0.0	0.0
2__aac6__NG_052261.1__12	749	0.0	0.0	0.0	0.0
2__aac6__NG_052159.1__13	749	77.0	20.0	0.0267022696929239	0.102803738317757
2__aac6__NG_052160.1__14	749	0.0	0.0	0.0	0.0
2__aac6__NG_052161.1__15	749	0.0	0.0	0.0	0.0
2__aac6__NG_052465.1__16	749	0.0	0.0	0.0	0.0
2__aac6__NG_052290.1__17	749	0.0	0.0	0.0	0.0
2__aac6__NG_052140.1__18	679	0.0	0.0	0.0	0.0
2__aac6__NG_052447.1__19	749	0.0	0.0	0.0	0.0
2__aac6__NG_052207.1__20	749	0.0	0.0	0.0	0.0
2__aac6__NG_052337.1__21	749	0.0	0.0	0.0	0.0
2__aac6__NG_052281.1__22	749	0.0	0.0	0.0	0.0
2__aac6__NG_052188.1__23	752	39.0	20.0	0.026595744680851064	0.05186170212765957
2__aac6__NG_052162.1__24	743	0.0	0.0	0.0	0.0
2__aac6__NG_052504.1__25	743	0.0	0.0	0.0	0.0
2__aac6__NG_052177.1__26	743	0.0	0.0	0.0	0.0
2__aac6__NG_052446.1__27	743	0.0	0.0	0.0	0.0
2__aac6__NG_052165.1__28	764	0.0	0.0	0.0	0.0
2__aac6__NG_052164.1__29	743	0.0	0.0	0.0	0.0
2__aac6__NG_052254.1__30	755	2440.0	405.0	0.5364238410596026	3.2317880794701987
2__aac6__NG_052429.1__31	674	190.0	69.0	0.10237388724035608	0.2818991097922849
2__aac6__NG_052423.1__32	755	1008.0	278.0	0.36821192052980134	1.3350993377483444
